"","Point","Plot","TreeSpecies","Sample","136","137","138","139","153","154","155","156","158","166","167","169","170","173","174","179","180","181","183","186","189","197","198","199","200"
"527","Q3","BB","Striped-Maple",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"528","Q3","BB","Striped-Maple",2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"529","Q3","BS","American-Chestnut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"530","Q3","BS","American-Chestnut",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"531","Q3","BS","Red-Maple",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"532","Q3","BS","Red-Maple",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"533","Q3","BS","Red-Oak",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"534","Q3","BS","Red-Oak",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"535","Q3","BS","Striped-Maple",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"536","Q3","BS","Striped-Maple",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"537","Q7","BS","American-Chestnut",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"538","Q7","BS","American-Chestnut",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"539","Q7","BS","Red-Maple",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"540","Q7","BS","Red-Maple",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"541","Q7","BS","Red-Oak",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"542","Q7","BS","Red-Oak",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"543","Q7","BS","Striped-Maple",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"544","Q7","BS","Striped-Maple",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"545","Q9","BS","American-Chestnut",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"546","Q9","BS","American-Chestnut",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"547","Q9","BS","Red-Maple",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"548","Q9","BS","Red-Maple",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"549","Q9","BS","Red-Oak",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"550","Q9","BS","Red-Oak",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"551","Q9","BS","Striped-Maple",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"552","Q9","BS","Striped-Maple",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"553","S1","BB","Red-Maple",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"554","S1","BB","Red-Maple",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"555","S1","BB","Red-Oak",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"556","S1","BB","Red-Oak",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"557","S1","BB","Striped-Maple",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"558","S1","BB","Striped-Maple",2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"559","S1","BS","American-Chestnut",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"560","S1","BS","American-Chestnut",2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"561","S1","BS","Red-Maple",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"562","S1","BS","Red-Maple",2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"563","S1","BS","Red-Oak",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"564","S1","BS","Red-Oak",2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"565","S1","BS","Striped-Maple",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"566","S1","BS","Striped-Maple",2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"567","S13","BB","American-Chestnut",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"568","S13","BB","American-Chestnut",2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"569","S13","BB","Red-Maple",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"570","S13","BB","Red-Maple",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"571","S13","BB","Red-Oak",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"572","S13","BB","Red-Oak",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"573","S13","BB","Striped-Maple",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"574","S13","BB","Striped-Maple",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","S3","BB","American-Chestnut",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","S3","BB","Red-Maple",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"577","S3","BB","Red-Oak",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","S3","BB","Red-Oak",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","S3","BB","Striped-Maple",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","S3","BB","Striped-Maple",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","S3","BS","American-Chestnut",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"582","S3","BS","American-Chestnut",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"583","S3","BS","Red-Maple",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"584","S3","BS","Red-Maple",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"585","S3","BS","Red-Oak",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"586","S3","BS","Red-Oak",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"587","S3","BS","Striped-Maple",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"588","S3","BS","Striped-Maple",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"589","S7","BS","American-Chestnut",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"590","S7","BS","American-Chestnut",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"591","S7","BS","Red-Maple",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"592","S7","BS","Red-Maple",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"593","S7","BS","Red-Oak",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"594","S7","BS","Red-Oak",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"595","S7","BS","Striped-Maple",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"596","S7","BS","Striped-Maple",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"597","S9","BB","Striped-Maple",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"598","S9","BS","American-Chestnut",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"599","S9","BS","American-Chestnut",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"600","S9","BS","Red-Maple",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"601","S9","BS","Red-Maple",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"602","S9","BS","Red-Oak",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"603","S9","BS","Red-Oak",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"604","S9","BS","Striped-Maple",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"605","S9","BS","Striped-Maple",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"606","U1","BB","American-Chestnut",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","U1","BB","Red-Maple",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"608","U1","BB","Red-Maple",2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"609","U1","BB","Red-Oak",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","U1","BB","Red-Oak",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","U1","BB","Striped-Maple",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"612","U1","BB","Striped-Maple",2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"613","U1","BS","American-Chestnut",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"614","U1","BS","American-Chestnut",2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"615","U1","BS","Red-Maple",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"616","U1","BS","Red-Maple",2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"617","U1","BS","Red-Oak",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"618","U1","BS","Red-Oak",2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"619","U1","BS","Striped-Maple",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"620","U1","BS","Striped-Maple",2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"621","U13","BB","American-Chestnut",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"622","U13","BB","American-Chestnut",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"623","U13","BB","Red-Maple",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"624","U13","BB","Red-Maple",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"625","U13","BB","Red-Oak",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"626","U13","BB","Red-Oak",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"627","U13","BB","Striped-Maple",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"628","U13","BB","Striped-Maple",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"629","U3","BB","American-Chestnut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"630","U3","BB","Red-Maple",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"631","U3","BB","Red-Maple",2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"632","U3","BB","Striped-Maple",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","U3","BS","American-Chestnut",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"634","U3","BS","American-Chestnut",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"635","U3","BS","Red-Maple",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"636","U3","BS","Red-Maple",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"637","U3","BS","Red-Oak",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"638","U3","BS","Striped-Maple",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"639","U3","BS","Striped-Maple",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"640","U7","BS","American-Chestnut",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"641","U7","BS","American-Chestnut",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"642","U7","BS","Red-Maple",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"643","U7","BS","Red-Maple",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"644","U7","BS","Red-Oak",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"645","U7","BS","Red-Oak",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"646","U7","BS","Striped-Maple",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"647","U7","BS","Striped-Maple",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"648","U9","BB","American-Chestnut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","U9","BB","Red-Oak",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"650","U9","BB","Red-Oak",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"651","U9","BB","Striped-Maple",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"652","U9","BS","American-Chestnut",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"653","U9","BS","American-Chestnut",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"654","U9","BS","Red-Maple",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"655","U9","BS","Red-Maple",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","U9","BS","Red-Oak",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"657","U9","BS","Red-Oak",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","U9","BS","Striped-Maple",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"659","U9","BS","Striped-Maple",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
